ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount
73076	C25H47NO5	441.6	6.5	N/A	N/A	86.7	493	N/A	1	5	20	31	N/A	N/A	N/A	N/A	N/A
73077	C25H49NO5	443.7	7.4	N/A	N/A	86.7	456	N/A	1	5	21	31	N/A	N/A	N/A	N/A	N/A
16698	CH2N2	42.040	-0.3	N/A	N/A	49.8	29	N/A	1	2	0	3	N/A	N/A	N/A	N/A	N/A
73081	C23H43NO6	429.6	5.9	N/A	N/A	104	481	N/A	1	6	20	30	N/A	N/A	N/A	N/A	N/A
73082	C27H45NO4	447.6	6.9	N/A	N/A	66.4	606	N/A	0	4	19	32	N/A	N/A	N/A	N/A	N/A
73090	C12H16N4O7	328.28	-4.1	N/A	N/A	172	615	N/A	6	8	5	23	N/A	N/A	N/A	N/A	N/A
73100	C27H53NO4	455.7	9.9	N/A	N/A	66.4	454	N/A	0	4	23	32	N/A	N/A	N/A	N/A	N/A
73101	C27H45NO5	463.6	5.9	N/A	N/A	86.7	638	N/A	1	5	19	33	N/A	N/A	N/A	N/A	N/A
73102	C25H45NO6	455.6	6.1	N/A	N/A	104	548	N/A	1	6	21	32	N/A	N/A	N/A	N/A	N/A
73103	C27H53NO5	471.7	8.5	N/A	N/A	86.7	484	N/A	1	5	23	33	N/A	N/A	N/A	N/A	N/A
73104	C25H47NO6	457.6	7	N/A	N/A	104	510	N/A	1	6	22	32	N/A	N/A	N/A	N/A	N/A
73105	C29H57NO4	483.8	11	N/A	N/A	66.4	482	N/A	0	4	25	34	N/A	N/A	N/A	N/A	N/A
73106	C19H35NO5	357.5	3.3	N/A	N/A	86.7	409	N/A	1	5	14	25	N/A	N/A	N/A	N/A	N/A
73111	C15H18O10	358.30	N/A	N/A	N/A	147	495	N/A	6	10	3	25	N/A	N/A	N/A	N/A	N/A
6995	C33H36O7	544.6	5.3	N/A	N/A	99.1	1280	N/A	1	7	5	40	N/A	N/A	N/A	N/A	N/A
73116	C25H43NO5	437.6	5.1	N/A	N/A	86.7	569	N/A	1	5	18	31	N/A	N/A	N/A	N/A	N/A
73118	C27H51NO4	453.7	8.9	N/A	N/A	66.4	491	N/A	0	4	22	32	N/A	N/A	N/A	N/A	N/A
73119	C27H49NO4	451.7	8.3	N/A	N/A	66.4	529	N/A	0	4	21	32	N/A	N/A	N/A	N/A	N/A
73120	C29H53NO4	479.7	9.3	N/A	N/A	66.4	558	N/A	0	4	23	34	N/A	N/A	N/A	N/A	N/A
73122	C29H49NO4	475.7	8	N/A	N/A	66.4	636	N/A	0	4	21	34	N/A	N/A	N/A	N/A	N/A
59862	C38H52ClNO4	622.3	N/A	N/A	N/A	48	916	N/A	1	5	17	44	N/A	N/A	N/A	N/A	N/A
73179	C6H3Cl2NO2	192.00	1.6	N/A	N/A	50.2	155	N/A	1	3	1	11	N/A	N/A	N/A	N/A	N/A
73187	C15H16N2O4S	320.4	2.2	N/A	N/A	116	514	N/A	2	6	3	22	N/A	N/A	N/A	N/A	N/A
73188	C19H24N4O3S	388.5	1.8	N/A	N/A	134	628	N/A	2	7	7	27	N/A	N/A	N/A	N/A	N/A
73177	C18H18ClN3O	327.8	3.6	N/A	N/A	50.9	369	N/A	1	3	5	23	N/A	N/A	N/A	N/A	N/A
73154	C31H45Cl3N6O13	816.1	-2.8	N/A	N/A	316	1460	N/A	11	14	15	53	N/A	N/A	N/A	N/A	N/A
22152	C15H20O4	264.32	1.6	N/A	N/A	74.6	494	N/A	2	4	3	19	N/A	N/A	N/A	N/A	N/A
73266	C20H21N3O4	367.4	1.5	N/A	N/A	126	551	N/A	4	5	7	27	N/A	N/A	N/A	N/A	N/A
73270	C16H28N4O5	356.42	-4.1	N/A	N/A	156	523	N/A	4	6	9	25	N/A	N/A	N/A	N/A	N/A
71314	C30H50O5	490.7	4.4	N/A	N/A	90.2	916	N/A	4	5	2	35	N/A	N/A	N/A	N/A	N/A
34019	C10H16N2O4	228.24	-1.9	N/A	N/A	102	354	N/A	3	5	4	16	N/A	N/A	N/A	N/A	N/A
73292	C18H32N4O6	400.5	-4.4	N/A	N/A	162	597	N/A	5	7	9	28	N/A	N/A	N/A	N/A	N/A
17465	C20H22O5	342.4	2.8	N/A	N/A	79.2	481	N/A	3	5	3	25	N/A	N/A	N/A	N/A	N/A
73313	C9H17N3O4	231.25	-4.7	N/A	N/A	122	293	N/A	4	5	5	16	N/A	N/A	N/A	N/A	N/A
73314	C14H22N4O9	390.35	-5.1	N/A	N/A	225	622	N/A	7	10	11	27	N/A	N/A	N/A	N/A	N/A
73317	C10H17N3O6	275.26	-4	N/A	N/A	159	384	N/A	5	7	7	19	N/A	N/A	N/A	N/A	N/A
73318	C8H15N3O4	217.22	-3.9	N/A	N/A	122	267	N/A	4	5	5	15	N/A	N/A	N/A	N/A	N/A
73286	C18H19IN6O4	510.3	0.9	N/A	N/A	134	589	N/A	4	8	5	29	N/A	N/A	N/A	N/A	N/A
73321	C9H17N3O5	247.25	-5	N/A	N/A	142	307	N/A	5	6	6	17	N/A	N/A	N/A	N/A	N/A
73323	C11H19N3O4	257.29	-4.2	N/A	N/A	113	358	N/A	3	5	4	18	N/A	N/A	N/A	N/A	N/A
73287	C12H14N2O3	234.25	0.5	N/A	N/A	52.1	321	N/A	1	4	2	17	N/A	N/A	N/A	N/A	N/A
73324	C16H26N4O5	354.40	-3.1	N/A	N/A	133	567	N/A	3	6	5	25	N/A	N/A	N/A	N/A	N/A
73288	C14H21N3O3	279.33	0.5	N/A	N/A	82.6	343	N/A	4	4	6	20	N/A	N/A	N/A	N/A	N/A
73326	C16H26N6O7	414.41	-8.2	N/A	N/A	228	697	N/A	6	8	10	29	N/A	N/A	N/A	N/A	N/A
73289	C17H27NO2	277.4	3.3	N/A	N/A	41.5	295	N/A	2	3	6	20	N/A	N/A	N/A	N/A	N/A
73329	C16H25N5O8	415.40	-7.5	N/A	N/A	222	697	N/A	6	9	10	29	N/A	N/A	N/A	N/A	N/A
73330	C7H13N3O4	203.20	-4.8	N/A	N/A	136	253	N/A	4	5	5	14	N/A	N/A	N/A	N/A	N/A
73331	C15H26N6O8	418.40	-7.5	N/A	N/A	257	655	N/A	8	9	13	29	N/A	N/A	N/A	N/A	N/A
73290	C21H21ClN2O	352.9	5.5	N/A	N/A	33.2	457	N/A	0	2	4	25	N/A	N/A	N/A	N/A	N/A
73341	C9H15N3O6	261.23	-4.8	N/A	N/A	159	356	N/A	5	7	7	18	N/A	N/A	N/A	N/A	N/A
73294	C60H87N19O13	1282.5	-5.9	N/A	N/A	541	2550	N/A	17	17	36	92	N/A	N/A	N/A	N/A	N/A
73342	C12H19N3O6	301.30	-5.1	N/A	N/A	150	452	N/A	4	7	6	21	N/A	N/A	N/A	N/A	N/A
73344	C10H17N3O7	291.26	-5.4	N/A	N/A	179	398	N/A	6	8	8	20	N/A	N/A	N/A	N/A	N/A
73345	C8H15N3O4S	249.29	-4	N/A	N/A	123	285	N/A	5	6	6	16	N/A	N/A	N/A	N/A	N/A
73347	C13H22N4O5	314.34	-5.4	N/A	N/A	156	467	N/A	4	6	7	22	N/A	N/A	N/A	N/A	N/A
73348	C11H17N5O4	283.28	-4.1	N/A	N/A	150	376	N/A	5	6	7	20	N/A	N/A	N/A	N/A	N/A
73349	C10H17N3O4	243.26	-3.4	N/A	N/A	113	332	N/A	3	5	4	17	N/A	N/A	N/A	N/A	N/A
73350	C8H15N3O5	233.22	-5	N/A	N/A	142	281	N/A	5	6	6	16	N/A	N/A	N/A	N/A	N/A
73351	C14H19N3O5	309.32	-3.4	N/A	N/A	142	407	N/A	5	6	7	22	N/A	N/A	N/A	N/A	N/A
73353	C17H30N4O5	370.4	-3.8	N/A	N/A	142	551	N/A	4	6	8	26	N/A	N/A	N/A	N/A	N/A
73355	C17H28N4O9	432.4	-5.3	N/A	N/A	225	680	N/A	7	10	13	30	N/A	N/A	N/A	N/A	N/A
73297	C17H18ClNO	287.8	4	N/A	N/A	23.5	318	N/A	1	2	1	20	N/A	N/A	N/A	N/A	N/A
73298	C25H31NO	361.5	5	N/A	N/A	23.5	553	N/A	1	2	1	27	N/A	N/A	N/A	N/A	N/A
73362	C15H26N4O7	374.39	-3.7	N/A	N/A	188	550	N/A	6	8	11	26	N/A	N/A	N/A	N/A	N/A
73363	C19H34N4O7	430.5	-2	N/A	N/A	188	636	N/A	6	8	13	30	N/A	N/A	N/A	N/A	N/A
73303	C26H35N7O2	477.6	2.5	N/A	N/A	128	693	N/A	4	6	13	35	N/A	N/A	N/A	N/A	N/A
73365	C21H36N6O5	452.5	-1.4	N/A	N/A	179	657	N/A	6	7	13	32	N/A	N/A	N/A	N/A	N/A
73366	C18H34N4O6	402.5	-2.6	N/A	N/A	171	552	N/A	6	7	12	28	N/A	N/A	N/A	N/A	N/A
73368	C19H36N4O6	416.5	-1.9	N/A	N/A	171	581	N/A	6	7	12	29	N/A	N/A	N/A	N/A	N/A
73372	C18H33N5O7	431.5	-4.4	N/A	N/A	214	640	N/A	7	8	13	30	N/A	N/A	N/A	N/A	N/A
73375	C17H32N4O6	388.5	-4.1	N/A	N/A	171	538	N/A	6	7	11	27	N/A	N/A	N/A	N/A	N/A
73376	C17H33N7O6S	463.6	-5.4	N/A	N/A	261	645	N/A	8	9	15	31	N/A	N/A	N/A	N/A	N/A
73377	C19H28N4O7	424.4	-4.7	N/A	N/A	191	610	N/A	7	8	11	30	N/A	N/A	N/A	N/A	N/A
73379	C27H32N6O6	536.6	-2.8	N/A	N/A	210	894	N/A	7	7	13	39	N/A	N/A	N/A	N/A	N/A
73381	C15H26N4O6	358.39	-5.8	N/A	N/A	162	540	N/A	5	7	7	25	N/A	N/A	N/A	N/A	N/A
73382	C22H28N6O8	504.5	-5.1	N/A	N/A	247	868	N/A	8	9	13	36	N/A	N/A	N/A	N/A	N/A
73383	C18H28N6O7	440.5	-3.9	N/A	N/A	217	686	N/A	7	9	12	31	N/A	N/A	N/A	N/A	N/A
73384	C17H28N4O7	400.4	-5	N/A	N/A	179	637	N/A	5	8	9	28	N/A	N/A	N/A	N/A	N/A
73386	C15H26N4O8	390.39	-4.7	N/A	N/A	208	580	N/A	7	9	11	27	N/A	N/A	N/A	N/A	N/A
73391	C21H30N4O8	466.5	-4.4	N/A	N/A	208	721	N/A	7	9	12	33	N/A	N/A	N/A	N/A	N/A
73392	C18H30N4O5	382.5	-2.2	N/A	N/A	133	609	N/A	3	6	6	27	N/A	N/A	N/A	N/A	N/A
73393	C8H14N2O3	186.21	-2.7	N/A	N/A	83.6	229	N/A	2	4	2	13	N/A	N/A	N/A	N/A	N/A
73394	C6H12N2O4	176.17	-4.3	N/A	N/A	113	182	N/A	4	5	4	12	N/A	N/A	N/A	N/A	N/A
73395	C12H16N2O4	252.27	-3.5	N/A	N/A	113	301	N/A	4	5	5	18	N/A	N/A	N/A	N/A	N/A
73397	C21H40N12O7	572.6	-8.8	N/A	N/A	366	964	N/A	11	10	20	40	N/A	N/A	N/A	N/A	N/A
73399	C15H28N8O7	432.43	-7.9	N/A	N/A	278	665	N/A	9	9	14	30	N/A	N/A	N/A	N/A	N/A
73401	C17H34N8O5S	462.6	-5.7	N/A	N/A	242	630	N/A	9	9	16	31	N/A	N/A	N/A	N/A	N/A
73402	C27H37N7O5S	571.7	-1.9	N/A	N/A	216	858	N/A	8	8	16	40	N/A	N/A	N/A	N/A	N/A
73404	C16H31N7O6S2	481.6	-5.7	N/A	N/A	237	662	N/A	10	10	14	31	N/A	N/A	N/A	N/A	N/A
73405	C29H38N8O7	610.7	-3.9	N/A	N/A	271	1000	N/A	10	9	16	44	N/A	N/A	N/A	N/A	N/A
73407	C16H26N6O8	430.41	-9.1	N/A	N/A	248	714	N/A	7	9	11	30	N/A	N/A	N/A	N/A	N/A
73408	C18H29N5O10	475.5	-5.7	N/A	N/A	268	785	N/A	8	11	15	33	N/A	N/A	N/A	N/A	N/A
73409	C19H35N5O7	445.5	-4.1	N/A	N/A	214	654	N/A	7	8	14	31	N/A	N/A	N/A	N/A	N/A
73411	C23H33N5O8	507.5	-3.3	N/A	N/A	231	812	N/A	7	9	15	36	N/A	N/A	N/A	N/A	N/A
73412	C24H33N7O7S	563.6	-5	N/A	N/A	278	921	N/A	8	9	16	39	N/A	N/A	N/A	N/A	N/A
60748	C44H83NO9	770.1	11.2	N/A	N/A	169	919	N/A	7	9	36	54	N/A	N/A	N/A	N/A	N/A
73414	C22H28N6O9	520.5	-5.3	N/A	N/A	267	885	N/A	9	10	14	37	N/A	N/A	N/A	N/A	N/A
73415	C24H30N8O6S	558.6	-3.9	N/A	N/A	239	910	N/A	9	9	14	39	N/A	N/A	N/A	N/A	N/A
73419	C8H13N3O6	247.21	-5.6	N/A	N/A	173	342	N/A	5	7	7	17	N/A	N/A	N/A	N/A	N/A
73421	C9H16N4O5	260.25	-5.9	N/A	N/A	179	357	N/A	5	6	8	18	N/A	N/A	N/A	N/A	N/A
73422	C6H11N3O4	189.17	-5.2	N/A	N/A	136	228	N/A	4	5	5	13	N/A	N/A	N/A	N/A	N/A
73424	C10H15N5O4	269.26	-5	N/A	N/A	164	362	N/A	5	6	7	19	N/A	N/A	N/A	N/A	N/A
73425	C9H15N3O4	229.23	-4.2	N/A	N/A	127	318	N/A	3	5	4	16	N/A	N/A	N/A	N/A	N/A
73426	C7H13N3O5	219.20	-5.8	N/A	N/A	156	267	N/A	5	6	6	15	N/A	N/A	N/A	N/A	N/A
73427	C13H17N3O5	295.29	-5	N/A	N/A	156	393	N/A	5	6	7	21	N/A	N/A	N/A	N/A	N/A
73428	C19H31N5O10	489.5	-5.3	N/A	N/A	268	800	N/A	8	11	16	34	N/A	N/A	N/A	N/A	N/A
73430	C19H34N4O8	446.5	-3.5	N/A	N/A	208	653	N/A	7	9	14	31	N/A	N/A	N/A	N/A	N/A
73431	C24H36N4O7	492.6	-2.4	N/A	N/A	188	750	N/A	6	8	14	35	N/A	N/A	N/A	N/A	N/A
73433	C18H30N4O10	462.5	-4.8	N/A	N/A	245	727	N/A	8	11	14	32	N/A	N/A	N/A	N/A	N/A
73434	C17H30N4O9	434.4	-5	N/A	N/A	228	641	N/A	8	10	13	30	N/A	N/A	N/A	N/A	N/A
73435	C18H32N4O8	432.5	-5	N/A	N/A	208	638	N/A	7	9	13	30	N/A	N/A	N/A	N/A	N/A
73337	C6H11N3	125.17	-0.3	N/A	N/A	54.7	84	N/A	2	2	2	9	N/A	N/A	N/A	N/A	N/A
73436	C18H30N4O8S	462.5	-6	N/A	N/A	225	692	N/A	6	10	12	31	N/A	N/A	N/A	N/A	N/A
73437	C22H29N5O10	523.5	-5.1	N/A	N/A	268	874	N/A	8	11	16	37	N/A	N/A	N/A	N/A	N/A
73438	C23H34N4O7	478.5	-3.3	N/A	N/A	188	735	N/A	6	8	13	34	N/A	N/A	N/A	N/A	N/A
73439	C15H24N4O9	404.37	-7.9	N/A	N/A	220	627	N/A	7	10	10	28	N/A	N/A	N/A	N/A	N/A
73440	C31H36N6O7	604.7	-0.7	N/A	N/A	220	1060	N/A	8	8	14	44	N/A	N/A	N/A	N/A	N/A
73441	C16H26N4O7	386.40	-3.8	N/A	N/A	179	608	N/A	5	8	9	27	N/A	N/A	N/A	N/A	N/A
73338	C27H38N6O2	478.6	2.8	N/A	N/A	80.8	685	N/A	2	5	9	35	N/A	N/A	N/A	N/A	N/A
73443	C19H30N4O7	426.5	-3.1	N/A	N/A	170	711	N/A	4	8	8	30	N/A	N/A	N/A	N/A	N/A
73444	C19H34N4O7	430.5	-4	N/A	N/A	188	649	N/A	6	8	12	30	N/A	N/A	N/A	N/A	N/A
73445	C10H19N5O5	289.29	-5.3	N/A	N/A	194	394	N/A	6	7	9	20	N/A	N/A	N/A	N/A	N/A
34614	C18H17N6NaO5S2	484.5	N/A	N/A	N/A	208	796	N/A	2	11	7	32	N/A	N/A	N/A	N/A	N/A
73447	C15H27N7O7	417.42	-6.7	N/A	N/A	266	649	N/A	8	9	14	29	N/A	N/A	N/A	N/A	N/A
73448	C12H20N4O8	348.31	-6.6	N/A	N/A	222	509	N/A	7	9	11	24	N/A	N/A	N/A	N/A	N/A
73450	C6H10N2O5	190.15	-4.5	N/A	N/A	130	227	N/A	4	6	5	13	N/A	N/A	N/A	N/A	N/A
73339	C36H62N4O2	582.9	6.8	N/A	N/A	66.6	519	N/A	4	6	29	42	N/A	N/A	N/A	N/A	N/A
73451	C10H14N4O5	270.24	-4.4	N/A	N/A	158	362	N/A	5	7	7	19	N/A	N/A	N/A	N/A	N/A
73452	C36H66Cl4N4O2	728.7	N/A	N/A	N/A	66.6	519	N/A	8	6	29	46	N/A	N/A	N/A	N/A	N/A
73454	C7H12N2O6	220.18	-5.2	N/A	N/A	150	266	N/A	5	7	6	15	N/A	N/A	N/A	N/A	N/A
73455	C13H16N2O6	296.28	-4.4	N/A	N/A	150	392	N/A	5	7	7	21	N/A	N/A	N/A	N/A	N/A
73456	C18H26N8O5S2	498.6	-4.4	N/A	N/A	210	703	N/A	9	10	13	33	N/A	N/A	N/A	N/A	N/A
73457	C18H34N4O5S4	514.8	-1.9	N/A	N/A	228	585	N/A	6	10	17	31	N/A	N/A	N/A	N/A	N/A
73459	C21H32N4O7S2	516.6	-3.2	N/A	N/A	217	692	N/A	8	10	14	34	N/A	N/A	N/A	N/A	N/A
73460	C23H28N4O5S	472.6	-1.5	N/A	N/A	152	665	N/A	6	7	12	33	N/A	N/A	N/A	N/A	N/A
73461	C8H14N2O3S	218.28	-2.8	N/A	N/A	84.6	247	N/A	3	5	3	14	N/A	N/A	N/A	N/A	N/A
73462	C6H12N2O4S	208.24	-4.4	N/A	N/A	114	199	N/A	5	6	5	13	N/A	N/A	N/A	N/A	N/A
73463	C22H39N5O6	469.6	-3.7	N/A	N/A	185	726	N/A	5	7	13	33	N/A	N/A	N/A	N/A	N/A
73464	C34H38N6O7	642.7	-1.2	N/A	N/A	230	1080	N/A	8	8	16	47	N/A	N/A	N/A	N/A	N/A
73465	C19H30N6O11	518.5	-7.5	N/A	N/A	311	878	N/A	9	12	18	36	N/A	N/A	N/A	N/A	N/A
73387	C39H66O2S2	631.1	16.4	N/A	N/A	87.7	833	N/A	0	4	24	43	N/A	N/A	N/A	N/A	N/A
73471	C43H80O11	773.1	13.8	N/A	N/A	169	916	N/A	4	11	39	54	N/A	N/A	N/A	N/A	N/A
73388	C39H68O2S2	633.1	17	N/A	N/A	94	686	N/A	2	4	24	43	N/A	N/A	N/A	N/A	N/A
73473	C44H82O11	787.1	14	N/A	N/A	169	947	N/A	4	11	39	55	N/A	N/A	N/A	N/A	N/A
73476	C44H82O11	787.1	14	N/A	N/A	169	947	N/A	4	11	39	55	N/A	N/A	N/A	N/A	N/A
73484	C26H34N6O10	590.6	-4.9	N/A	N/A	284	1020	N/A	9	11	18	42	N/A	N/A	N/A	N/A	N/A
73485	C23H34N4O7	478.5	-2.8	N/A	N/A	188	722	N/A	6	8	14	34	N/A	N/A	N/A	N/A	N/A
73487	C25H36N6O7	532.6	-5.9	N/A	N/A	230	841	N/A	8	9	16	38	N/A	N/A	N/A	N/A	N/A
73488	C24H34N6O9	550.6	-6.6	N/A	N/A	274	907	N/A	8	10	18	39	N/A	N/A	N/A	N/A	N/A
73489	C22H32N4O10	512.5	-6	N/A	N/A	249	787	N/A	9	11	14	36	N/A	N/A	N/A	N/A	N/A
73490	C19H24N4O6	404.4	-3	N/A	N/A	175	628	N/A	6	7	10	29	N/A	N/A	N/A	N/A	N/A
73491	C15H25N3O8	375.37	-3.4	N/A	N/A	196	551	N/A	6	9	12	26	N/A	N/A	N/A	N/A	N/A
73492	C16H27N3O8	389.40	-3.3	N/A	N/A	196	566	N/A	6	9	13	27	N/A	N/A	N/A	N/A	N/A
73493	C15H23N3O10	405.36	-6.4	N/A	N/A	233	621	N/A	7	11	14	28	N/A	N/A	N/A	N/A	N/A
73494	C12H19N3O8	333.29	-4.9	N/A	N/A	196	479	N/A	6	9	11	23	N/A	N/A	N/A	N/A	N/A
73495	C11H19N3O6S2	353.4	-4.2	N/A	N/A	161	434	N/A	7	9	10	22	N/A	N/A	N/A	N/A	N/A
73496	C18H22N4O6	390.4	-3.3	N/A	N/A	175	599	N/A	6	7	10	28	N/A	N/A	N/A	N/A	N/A
73364	C16H25NO	247.38	4.1	N/A	N/A	23.5	237	N/A	1	2	5	18	N/A	N/A	N/A	N/A	N/A
73497	C20H29N3O6	407.5	-1.5	N/A	N/A	159	577	N/A	5	7	12	29	N/A	N/A	N/A	N/A	N/A
73498	C14H25N3O7	347.36	-4.5	N/A	N/A	179	469	N/A	6	8	11	24	N/A	N/A	N/A	N/A	N/A
73499	C16H29N3O6	359.42	-3.3	N/A	N/A	159	494	N/A	5	7	11	25	N/A	N/A	N/A	N/A	N/A
73501	C19H27N3O6	393.4	-2.9	N/A	N/A	159	560	N/A	5	7	11	28	N/A	N/A	N/A	N/A	N/A
73502	C15H27N3O6	345.39	-3.9	N/A	N/A	159	478	N/A	5	7	10	24	N/A	N/A	N/A	N/A	N/A
73503	C9H14N2O7	262.22	-4.6	N/A	N/A	167	355	N/A	5	8	8	18	N/A	N/A	N/A	N/A	N/A
73505	C7H12N2O5	204.18	-4.2	N/A	N/A	130	240	N/A	4	6	6	14	N/A	N/A	N/A	N/A	N/A
73506	C11H20N2O5	260.29	-3.3	N/A	N/A	130	317	N/A	4	6	8	18	N/A	N/A	N/A	N/A	N/A
73507	C10H18N2O5S	278.33	-3.7	N/A	N/A	155	311	N/A	4	7	9	18	N/A	N/A	N/A	N/A	N/A
73508	C10H16N2O5	244.24	-3.6	N/A	N/A	121	331	N/A	3	6	5	17	N/A	N/A	N/A	N/A	N/A
73509	C8H14N2O6	234.21	-4.8	N/A	N/A	150	280	N/A	5	7	7	16	N/A	N/A	N/A	N/A	N/A
73510	C9H16N2O6	248.23	-4.4	N/A	N/A	150	306	N/A	5	7	7	17	N/A	N/A	N/A	N/A	N/A
73513	C14H18N2O6	310.30	-3.8	N/A	N/A	150	406	N/A	5	7	8	22	N/A	N/A	N/A	N/A	N/A
73514	C8H16N2O3	188.22	-2.3	N/A	N/A	92.4	192	N/A	3	4	5	13	N/A	N/A	N/A	N/A	N/A
73515	C8H12N4O3	212.21	-3.9	N/A	N/A	121	246	N/A	4	5	5	15	N/A	N/A	N/A	N/A	N/A
73516	C5H10N2O4	162.14	-4.7	N/A	N/A	113	159	N/A	4	5	4	11	N/A	N/A	N/A	N/A	N/A
73517	C11H14N2O4	238.24	-3.3	N/A	N/A	113	275	N/A	4	5	5	17	N/A	N/A	N/A	N/A	N/A
73518	C34H44N6O5	616.7	1.9	N/A	N/A	182	1030	N/A	7	6	15	45	N/A	N/A	N/A	N/A	N/A
73519	C26H42N4O6	506.6	-0.7	N/A	N/A	171	736	N/A	6	7	14	36	N/A	N/A	N/A	N/A	N/A
73520	C12H20N4O3	268.31	-2.2	N/A	N/A	121	324	N/A	4	5	7	19	N/A	N/A	N/A	N/A	N/A
73521	C11H21N3O5	275.30	-6.3	N/A	N/A	156	322	N/A	5	7	10	19	N/A	N/A	N/A	N/A	N/A
73522	C21H32N4O8	468.5	-4.5	N/A	N/A	211	667	N/A	8	9	13	33	N/A	N/A	N/A	N/A	N/A
73523	C9H18N2O4	218.25	-3.4	N/A	N/A	113	230	N/A	4	5	6	15	N/A	N/A	N/A	N/A	N/A
73524	C13H23N3O6	317.34	-4.2	N/A	N/A	159	438	N/A	5	7	9	22	N/A	N/A	N/A	N/A	N/A
73526	C11H21N3O4	259.30	-3.8	N/A	N/A	122	317	N/A	4	5	7	18	N/A	N/A	N/A	N/A	N/A
73527	C9H18N2O3	202.25	-2.8	N/A	N/A	92.4	216	N/A	3	4	5	14	N/A	N/A	N/A	N/A	N/A
73528	C12H25N5O3	287.36	-4	N/A	N/A	157	353	N/A	5	5	9	20	N/A	N/A	N/A	N/A	N/A
73529	C10H19N3O4	245.28	-4.5	N/A	N/A	136	304	N/A	4	5	7	17	N/A	N/A	N/A	N/A	N/A
73380	C19H27N3O4S	393.5	1.7	N/A	N/A	89	599	N/A	1	6	8	27	N/A	N/A	N/A	N/A	N/A
73530	C16H26N6O5	382.42	-3.9	N/A	N/A	193	555	N/A	6	7	11	27	N/A	N/A	N/A	N/A	N/A
7307	C5H9NO	99.13	-0.5	N/A	N/A	20.3	90	N/A	0	1	0	7	N/A	N/A	N/A	N/A	N/A
73472	C9H12N2O	164.20	0.6	N/A	N/A	69.1	159	N/A	2	3	3	12	N/A	N/A	N/A	N/A	N/A
73546	C18H15N3O6S	401.4	0.1	N/A	N/A	173	818	N/A	3	9	6	28	N/A	N/A	N/A	N/A	N/A
73548	C18H15N3O7S	417.4	0.2	N/A	N/A	194	864	N/A	4	10	6	29	N/A	N/A	N/A	N/A	N/A
73561	C15H26N4O7	374.39	-4.2	N/A	N/A	202	550	N/A	6	8	12	26	N/A	N/A	N/A	N/A	N/A
73562	C12H21N3O6	303.31	-3.5	N/A	N/A	159	410	N/A	5	7	9	21	N/A	N/A	N/A	N/A	N/A
73563	C13H23N3O7	333.34	-4.5	N/A	N/A	179	453	N/A	6	8	10	23	N/A	N/A	N/A	N/A	N/A
73564	C19H27N3O7	409.4	-3.5	N/A	N/A	179	588	N/A	6	8	11	29	N/A	N/A	N/A	N/A	N/A
73565	C15H29N3O4	315.41	-2	N/A	N/A	122	396	N/A	4	5	9	22	N/A	N/A	N/A	N/A	N/A
73566	C16H30N4O5	358.43	-3.8	N/A	N/A	165	493	N/A	5	6	11	25	N/A	N/A	N/A	N/A	N/A
73567	C16H29N3O6	359.42	-3.1	N/A	N/A	159	492	N/A	5	7	11	25	N/A	N/A	N/A	N/A	N/A
73568	C14H27N3O4	301.38	-2.1	N/A	N/A	122	369	N/A	4	5	9	21	N/A	N/A	N/A	N/A	N/A
73569	C15H29N3O5	331.41	-2.3	N/A	N/A	142	412	N/A	5	6	10	23	N/A	N/A	N/A	N/A	N/A
73570	C19H28N4O5	392.4	-2.9	N/A	N/A	165	561	N/A	5	6	11	28	N/A	N/A	N/A	N/A	N/A
73571	C19H27N3O6	393.4	-2.3	N/A	N/A	159	560	N/A	5	7	11	28	N/A	N/A	N/A	N/A	N/A
73572	C13H25N3O5	303.35	-3.6	N/A	N/A	142	386	N/A	5	6	8	21	N/A	N/A	N/A	N/A	N/A
73573	C14H25N3O7	347.36	-4.5	N/A	N/A	179	481	N/A	6	8	10	24	N/A	N/A	N/A	N/A	N/A
73574	C15H28N4O6	360.41	-4.8	N/A	N/A	185	496	N/A	6	7	11	25	N/A	N/A	N/A	N/A	N/A
73575	C13H25N3O6	319.35	-4.7	N/A	N/A	162	401	N/A	6	7	9	22	N/A	N/A	N/A	N/A	N/A
73576	C15H27N3O6	345.39	-3.9	N/A	N/A	159	478	N/A	5	7	10	24	N/A	N/A	N/A	N/A	N/A
73577	C13H25N3O4	287.36	-2.7	N/A	N/A	122	356	N/A	4	5	8	20	N/A	N/A	N/A	N/A	N/A
73578	C14H27N3O5	317.38	-4.1	N/A	N/A	142	398	N/A	5	6	9	22	N/A	N/A	N/A	N/A	N/A
73579	C11H22N2O3	230.30	-2	N/A	N/A	92.4	252	N/A	3	4	6	16	N/A	N/A	N/A	N/A	N/A
73580	C11H20N2O3	228.29	-1.8	N/A	N/A	83.6	278	N/A	2	4	4	16	N/A	N/A	N/A	N/A	N/A
73581	C20H29N3O5	391.5	-1.6	N/A	N/A	133	560	N/A	4	6	8	28	N/A	N/A	N/A	N/A	N/A
