ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount
17947	C7H10O6	190.15	-2.4	N/A	N/A	115	249	N/A	4	6	1	13	N/A	N/A	N/A	N/A	N/A
77263	C6H13O11PS	324.20	-4.9	N/A	N/A	199	464	N/A	6	11	5	19	N/A	N/A	N/A	N/A	N/A
18314	C5H11NO2	117.15	-2.1	N/A	N/A	63.3	82	N/A	2	3	3	8	N/A	N/A	N/A	N/A	N/A
30817	C6H6N2O2	138.12	0	N/A	N/A	66	156	N/A	2	3	2	10	N/A	N/A	N/A	N/A	N/A
17656	C8H8O3	152.15	0.6	N/A	N/A	57.5	138	N/A	2	3	2	11	N/A	N/A	N/A	N/A	N/A
28040	C19H24O6	348.4	0.2	N/A	N/A	104	731	N/A	3	6	1	25	N/A	N/A	N/A	N/A	N/A
77267	C3H8O5S	156.16	-2.2	N/A	N/A	103	154	N/A	3	5	3	9	N/A	N/A	N/A	N/A	N/A
77270	C21H30O3	330.5	5.7	N/A	N/A	49.7	456	N/A	2	3	5	24	N/A	N/A	N/A	N/A	N/A
77273	C21H28O4	344.4	6.3	N/A	N/A	66.8	524	N/A	2	4	5	25	N/A	N/A	N/A	N/A	N/A
77245	C8H12O8Pb-4	443	N/A	N/A	N/A	161	25	N/A	0	8	0	17	N/A	N/A	N/A	N/A	N/A
77282	C11H12N2S	204.29	1.8	N/A	N/A	40.9	246	N/A	0	2	1	14	N/A	N/A	N/A	N/A	N/A
16939	C9H11NO3	181.19	-1.8	N/A	N/A	83.6	176	N/A	3	4	3	13	N/A	N/A	N/A	N/A	N/A
18058	C2H3NO3	89.05	-0.9	N/A	N/A	80.4	86	N/A	2	3	1	6	N/A	N/A	N/A	N/A	N/A
15968	C4H9N3O2	131.13	-1.8	N/A	N/A	102	128	N/A	3	3	3	9	N/A	N/A	N/A	N/A	N/A
41948	C6H12F2N2O2	182.17	-2.9	N/A	N/A	89.3	166	N/A	3	6	5	12	N/A	N/A	N/A	N/A	N/A
42202	C21H20O9	416.4	0.7	N/A	N/A	146	644	N/A	5	9	4	30	N/A	N/A	N/A	N/A	N/A
27717	C19H24O6	348.4	0.2	N/A	N/A	104	731	N/A	3	6	1	25	N/A	N/A	N/A	N/A	N/A
28884	C8H9NO	135.16	1.2	N/A	N/A	29.1	116	N/A	1	1	1	10	N/A	N/A	N/A	N/A	N/A
16440	C6H11NO4	161.16	-3	N/A	N/A	86.6	157	N/A	3	5	5	11	N/A	N/A	N/A	N/A	N/A
16488	C7H14N2O4	190.20	-5.9	N/A	N/A	127	175	N/A	4	6	6	13	N/A	N/A	N/A	N/A	N/A
18255	C10H12N4O4	252.23	-0.7	N/A	N/A	114	308	N/A	3	7	2	18	N/A	N/A	N/A	N/A	N/A
8191	C40H64	544.9	15.3	N/A	N/A	0	887	N/A	0	0	20	40	N/A	N/A	N/A	N/A	N/A
17869	C6H12O3	132.16	-0.4	N/A	N/A	57.5	80	N/A	2	3	5	9	N/A	N/A	N/A	N/A	N/A
32902	C19H24O5	332.4	1.7	N/A	N/A	83.8	685	N/A	2	5	1	24	N/A	N/A	N/A	N/A	N/A
48427	C5H8N2O4	160.13	-1.4	N/A	N/A	113	189	N/A	3	5	4	11	N/A	N/A	N/A	N/A	N/A
18053	C4H7NO2	101.10	-2.8	N/A	N/A	63.3	106	N/A	2	3	1	7	N/A	N/A	N/A	N/A	N/A
16425	C19H20N2O	292.4	2	N/A	N/A	36.1	516	N/A	1	2	1	22	N/A	N/A	N/A	N/A	N/A
18057	C19H20N2O	292.4	2	N/A	N/A	36.1	516	N/A	1	2	1	22	N/A	N/A	N/A	N/A	N/A
77155	C48H82O18	947.2	1.9	N/A	N/A	298	1680	N/A	12	18	13	66	N/A	N/A	N/A	N/A	N/A
45571	C7H14O2	130.18	2.5	N/A	N/A	37.3	79	N/A	1	2	5	9	N/A	N/A	N/A	N/A	N/A
77156	C42H72O13	785.0	3.5	N/A	N/A	219	1370	N/A	9	13	10	55	N/A	N/A	N/A	N/A	N/A
77157	C41H70O12	755.0	3.5	N/A	N/A	199	1320	N/A	8	12	9	53	N/A	N/A	N/A	N/A	N/A
17201	C4H8N2O3	132.12	-2.9	N/A	N/A	92.4	123	N/A	3	4	3	9	N/A	N/A	N/A	N/A	N/A
15888	C6H10O3	130.14	-0.3	N/A	N/A	54.4	118	N/A	1	3	4	9	N/A	N/A	N/A	N/A	N/A
16020	C11H15N5O4	281.27	-1	N/A	N/A	127	433	N/A	4	7	2	20	N/A	N/A	N/A	N/A	N/A
17064	C6H6N2O2	138.12	1.4	N/A	N/A	71.8	124	N/A	1	3	0	10	N/A	N/A	N/A	N/A	N/A
16164	C6H6O3	126.11	0.5	N/A	N/A	60.7	84	N/A	3	3	0	9	N/A	N/A	N/A	N/A	N/A
28731	C20H26O6	362.4	0.7	N/A	N/A	112	730	N/A	3	6	3	26	N/A	N/A	N/A	N/A	N/A
28861	C19H24O7	364.4	-0.7	N/A	N/A	124	763	N/A	4	7	1	26	N/A	N/A	N/A	N/A	N/A
28068	C40H60	540.9	15.5	N/A	N/A	0	967	N/A	0	0	18	40	N/A	N/A	N/A	N/A	N/A
28211	C20H26O5	346.4	1.6	N/A	N/A	83.8	715	N/A	2	5	1	25	N/A	N/A	N/A	N/A	N/A
77316	C8H7N3O6	241.16	2	N/A	N/A	138	317	N/A	0	6	0	17	N/A	N/A	N/A	N/A	N/A
77317	C24H42O7P2	504.5	5.2	N/A	N/A	91.3	660	N/A	1	7	13	33	N/A	N/A	N/A	N/A	N/A
17312	C12H28N4O	244.38	-0.8	N/A	N/A	79.2	176	N/A	4	4	12	17	N/A	N/A	N/A	N/A	N/A
27448	C40H56O3	584.9	10.4	N/A	N/A	53	1320	N/A	2	3	10	43	N/A	N/A	N/A	N/A	N/A
17543	C6H11O10P	274.12	-3.4	N/A	N/A	174	338	N/A	6	10	3	17	N/A	N/A	N/A	N/A	N/A
77321	C13H7NO6	273.20	2.6	N/A	N/A	113	422	N/A	2	6	0	20	N/A	N/A	N/A	N/A	N/A
16363	C15H18O3	246.30	2.3	N/A	N/A	43.4	500	N/A	0	3	0	18	N/A	N/A	N/A	N/A	N/A
27433	C20H28O5	348.4	2.2	N/A	N/A	94.8	686	N/A	3	5	2	25	N/A	N/A	N/A	N/A	N/A
77327	C6H6N12O12	438.19	2.8	N/A	N/A	294	749	N/A	0	18	0	30	N/A	N/A	N/A	N/A	N/A
46570	C10H13N5O	219.24	0.7	N/A	N/A	86.7	258	N/A	3	5	4	16	N/A	N/A	N/A	N/A	N/A
36740	C10H16	136.23	2.8	N/A	N/A	0	186	N/A	0	0	0	10	N/A	N/A	N/A	N/A	N/A
34039	C9H12	120.19	3	N/A	N/A	0	86	N/A	0	0	0	9	N/A	N/A	N/A	N/A	N/A
36015	C2H3Cl3	133.40	2.4	N/A	N/A	0	26	N/A	0	0	0	5	N/A	N/A	N/A	N/A	N/A
67193	C8H18	114.23	4.3	N/A	N/A	0	33	N/A	0	0	4	8	N/A	N/A	N/A	N/A	N/A
64305	C7H13NO4	175.18	-2.6	N/A	N/A	101	169	N/A	3	5	6	12	N/A	N/A	N/A	N/A	N/A
49241	C15H24	204.35	5.2	N/A	N/A	0	285	N/A	0	0	3	15	N/A	N/A	N/A	N/A	N/A
28822	C20H40O2	312.5	8.5	N/A	N/A	37.3	226	N/A	1	2	18	22	N/A	N/A	N/A	N/A	N/A
16533	C11H13N3O	203.24	0.6	N/A	N/A	84.9	244	N/A	3	2	3	15	N/A	N/A	N/A	N/A	N/A
63552	C9H8O2	148.16	1.7	N/A	N/A	34.1	166	N/A	0	2	2	11	N/A	N/A	N/A	N/A	N/A
76196	C42H32O9	680.7	7.7	N/A	N/A	160	1150	N/A	7	9	6	51	N/A	N/A	N/A	N/A	N/A
77008	C18H30N4O11SSe	589.5	N/A	N/A	N/A	283	777	N/A	9	13	14	35	N/A	N/A	N/A	N/A	N/A
77010	C9H17NO5Se	298.21	N/A	N/A	N/A	99	252	N/A	4	5	3	16	N/A	N/A	N/A	N/A	N/A
66892	C7H9N	107.15	1.3	N/A	N/A	26	70	N/A	1	1	0	8	N/A	N/A	N/A	N/A	N/A
75183	C10H13N2O7P	304.19	-1.6	N/A	N/A	114	548	N/A	2	7	1	20	N/A	N/A	N/A	N/A	N/A
9096	C4H9NO2Se	182.09	N/A	N/A	N/A	63.3	86	N/A	2	3	3	8	N/A	N/A	N/A	N/A	N/A
31967	C21H21O10+	433.4	N/A	N/A	N/A	161	585	N/A	7	9	4	31	N/A	N/A	N/A	N/A	N/A
77058	C3H9Se+	124.07	N/A	N/A	N/A	0	8	N/A	0	0	0	4	N/A	N/A	N/A	N/A	N/A
36796	C18H19NOS	297.4	4.3	N/A	N/A	49.5	312	N/A	1	3	6	21	N/A	N/A	N/A	N/A	N/A
15827	C21H35N9O15P2	715.5	-9.5	N/A	N/A	385	1210	N/A	11	21	16	47	N/A	N/A	N/A	N/A	N/A
36773	C10H16O	152.23	2.2	N/A	N/A	17.1	217	N/A	0	1	0	11	N/A	N/A	N/A	N/A	N/A
44842	C8H18O4	178.23	-0.5	N/A	N/A	36.9	67	N/A	0	4	9	12	N/A	N/A	N/A	N/A	N/A
50640	C10H6N2O4	218.17	2.6	N/A	N/A	91.6	266	N/A	0	4	0	16	N/A	N/A	N/A	N/A	N/A
49410	C7H5ClO2	156.56	2.7	N/A	N/A	37.3	136	N/A	1	2	1	10	N/A	N/A	N/A	N/A	N/A
47106	C8H7ClO3	186.59	1.5	N/A	N/A	57.5	172	N/A	2	3	2	12	N/A	N/A	N/A	N/A	N/A
49168	C9H11NO4	197.19	-2.7	N/A	N/A	104	209	N/A	4	5	3	14	N/A	N/A	N/A	N/A	N/A
425902	C9H10O	134.17	2.2	N/A	N/A	17.1	112	N/A	0	1	2	10	N/A	N/A	N/A	N/A	N/A
53174	C4H4BrNO2	177.98	-0.1	N/A	N/A	37.4	129	N/A	0	2	0	8	N/A	N/A	N/A	N/A	N/A
45758	C6H14S2	150.3	2.7	N/A	N/A	50.6	31	N/A	0	2	5	8	N/A	N/A	N/A	N/A	N/A
32906	C20H26O5	346.4	2.3	N/A	N/A	91.7	684	N/A	2	5	3	25	N/A	N/A	N/A	N/A	N/A
25863	C15H11O5+	271.24	N/A	N/A	N/A	81.9	328	N/A	4	4	1	20	N/A	N/A	N/A	N/A	N/A
50467	C10H18O2	170.25	3.8	N/A	N/A	37.3	139	N/A	1	2	7	12	N/A	N/A	N/A	N/A	N/A
77444	C11H22	154.29	6.2	N/A	N/A	0	74	N/A	0	0	8	11	N/A	N/A	N/A	N/A	N/A
48623	C7H4Cl2O2	191.01	2.2	N/A	N/A	37.3	151	N/A	1	2	1	11	N/A	N/A	N/A	N/A	N/A
3375	C40H56O3	584.9	10.6	N/A	N/A	57.5	1310	N/A	2	3	11	43	N/A	N/A	N/A	N/A	N/A
37316	C12H10O4	218.20	2.7	N/A	N/A	55.8	308	N/A	1	4	3	16	N/A	N/A	N/A	N/A	N/A
77501	C11H15NO5	241.24	0.6	N/A	N/A	91	236	N/A	2	5	7	17	N/A	N/A	N/A	N/A	N/A
77502	C11H15NO5	241.24	0.6	N/A	N/A	91	236	N/A	2	5	7	17	N/A	N/A	N/A	N/A	N/A
207496	C5H6O2	98.10	0.3	N/A	N/A	33.4	54	N/A	1	2	1	7	N/A	N/A	N/A	N/A	N/A
77522	C16H28O2	252.39	5.5	N/A	N/A	37.3	242	N/A	1	2	12	18	N/A	N/A	N/A	N/A	N/A
59533	C7H11NO	125.17	-0.1	N/A	N/A	29.4	149	N/A	0	2	1	9	N/A	N/A	N/A	N/A	N/A
41131	C4H6O2	86.09	0.7	N/A	N/A	37.3	73	N/A	1	2	1	6	N/A	N/A	N/A	N/A	N/A
77525	C26H50O2	394.7	10.8	N/A	N/A	37.3	335	N/A	1	2	23	28	N/A	N/A	N/A	N/A	N/A
16486	C5H8O	84.12	0.4	N/A	N/A	17.1	58	N/A	0	1	0	6	N/A	N/A	N/A	N/A	N/A
39258	C12H10O	170.21	4.2	N/A	N/A	9.2	116	N/A	0	1	2	13	N/A	N/A	N/A	N/A	N/A
55484	C8H9NO2	151.16	-1.7	N/A	N/A	63.3	141	N/A	2	3	2	11	N/A	N/A	N/A	N/A	N/A
17907	C8H8O	120.15	1.6	N/A	N/A	12.5	94	N/A	0	1	1	9	N/A	N/A	N/A	N/A	N/A
16431	C10H16O	152.23	2.5	N/A	N/A	12.5	197	N/A	0	1	1	11	N/A	N/A	N/A	N/A	N/A
53159	C30H40O2	432.6	8.1	N/A	N/A	37.3	922	N/A	1	2	9	32	N/A	N/A	N/A	N/A	N/A
16026	C7H14N2O4	190.20	-5.9	N/A	N/A	127	175	N/A	4	6	6	13	N/A	N/A	N/A	N/A	N/A
48722	C7H7NO3	153.14	1.7	N/A	N/A	55	143	N/A	0	3	1	11	N/A	N/A	N/A	N/A	N/A
48526	C9H10O2	150.17	1.9	N/A	N/A	37.3	137	N/A	1	2	2	11	N/A	N/A	N/A	N/A	N/A
39618	C6H16N2	116.20	-0.2	N/A	N/A	52	31	N/A	2	2	5	8	N/A	N/A	N/A	N/A	N/A
77556	C16H20N4O3	316.35	1.7	N/A	N/A	92.3	373	N/A	3	6	7	23	N/A	N/A	N/A	N/A	N/A
46837	C7H5NO4	167.12	0.6	N/A	N/A	87.5	184	N/A	2	5	2	12	N/A	N/A	N/A	N/A	N/A
53505	C4H10O	74.12	0.9	N/A	N/A	9.2	17	N/A	0	1	1	5	N/A	N/A	N/A	N/A	N/A
18307	C15H24N2O17P2	566.30	-6.3	N/A	N/A	292	964	N/A	9	17	9	36	N/A	N/A	N/A	N/A	N/A
36612	C10H16O	152.23	2.3	N/A	N/A	17.1	217	N/A	0	1	0	11	N/A	N/A	N/A	N/A	N/A
15382	C10H16	136.23	3.4	N/A	N/A	0	163	N/A	0	0	1	10	N/A	N/A	N/A	N/A	N/A
48983	C10H9N	143.18	2.6	N/A	N/A	12.9	133	N/A	0	1	0	11	N/A	N/A	N/A	N/A	N/A
77566	Cl4Zr	233.0	N/A	N/A	N/A	0	0	N/A	0	4	0	5	N/A	N/A	N/A	N/A	N/A
42646	C10H6O5	206.15	0.7	N/A	N/A	94.8	346	N/A	3	5	0	15	N/A	N/A	N/A	N/A	N/A
71231	C15H14O	210.27	3.5	N/A	N/A	17.1	210	N/A	0	1	4	16	N/A	N/A	N/A	N/A	N/A
50295	C22H34O5	378.5	3.3	N/A	N/A	72.8	670	N/A	1	5	3	27	N/A	N/A	N/A	N/A	N/A
59961	C15H24	204.35	5.2	N/A	N/A	0	297	N/A	0	0	1	15	N/A	N/A	N/A	N/A	N/A
43098	C7H16	100.20	4.4	N/A	N/A	0	19	N/A	0	0	4	7	N/A	N/A	N/A	N/A	N/A
68248	C26H36N2O6	472.6	1.7	N/A	N/A	125	972	N/A	2	6	10	34	N/A	N/A	N/A	N/A	N/A
68250	C25H29NO7	455.5	2.5	N/A	N/A	133	884	N/A	4	7	6	33	N/A	N/A	N/A	N/A	N/A
68252	C25H29NO7	455.5	2.3	N/A	N/A	133	884	N/A	4	7	6	33	N/A	N/A	N/A	N/A	N/A
68254	C25H29NO7	455.5	2.5	N/A	N/A	133	884	N/A	4	7	6	33	N/A	N/A	N/A	N/A	N/A
68261	C25H29NO8	471.5	1.7	N/A	N/A	142	936	N/A	4	8	6	34	N/A	N/A	N/A	N/A	N/A
68262	C25H29NO8	471.5	1.6	N/A	N/A	142	951	N/A	4	8	6	34	N/A	N/A	N/A	N/A	N/A
68263	C25H29NO8	471.5	1.6	N/A	N/A	142	921	N/A	4	8	7	34	N/A	N/A	N/A	N/A	N/A
68264	C25H31NO8	473.5	1.8	N/A	N/A	153	875	N/A	5	8	7	34	N/A	N/A	N/A	N/A	N/A
68243	C25H29NO8	471.5	1.7	N/A	N/A	142	936	N/A	4	8	6	34	N/A	N/A	N/A	N/A	N/A
68244	C25H26N2O7	466.5	1.7	N/A	N/A	131	1010	N/A	3	7	4	34	N/A	N/A	N/A	N/A	N/A
68245	C23H27NO5	397.5	2.3	N/A	N/A	95.9	756	N/A	3	5	4	29	N/A	N/A	N/A	N/A	N/A
68240	C31H39NO12	617.6	0.9	N/A	N/A	201	1200	N/A	6	12	9	44	N/A	N/A	N/A	N/A	N/A
68237	C25H29NO7	455.5	2.7	N/A	N/A	122	903	N/A	3	7	6	33	N/A	N/A	N/A	N/A	N/A
68255	C24H29NO7	443.5	2.5	N/A	N/A	144	842	N/A	5	7	5	32	N/A	N/A	N/A	N/A	N/A
68247	C25H34N2O6	458.5	1.4	N/A	N/A	136	957	N/A	3	6	9	33	N/A	N/A	N/A	N/A	N/A
68249	C24H27NO7	441.5	2.1	N/A	N/A	144	868	N/A	5	7	5	32	N/A	N/A	N/A	N/A	N/A
68251	C24H27NO7	441.5	1.9	N/A	N/A	144	868	N/A	5	7	5	32	N/A	N/A	N/A	N/A	N/A
68253	C24H27NO7	441.5	2.2	N/A	N/A	144	868	N/A	5	7	5	32	N/A	N/A	N/A	N/A	N/A
68242	C24H27NO8	457.5	1.4	N/A	N/A	153	920	N/A	5	8	5	33	N/A	N/A	N/A	N/A	N/A
68239	C30H37NO12	603.6	0.5	N/A	N/A	212	1180	N/A	7	12	8	43	N/A	N/A	N/A	N/A	N/A
57441	C6H7O7-	191.12	-1.7	N/A	N/A	135	228	N/A	3	7	4	13	N/A	N/A	N/A	N/A	N/A
60873	C9H10N2O8P-	305.16	-2	N/A	N/A	141	548	N/A	2	8	2	20	N/A	N/A	N/A	N/A	N/A
57406	C20H31O5-	351.5	3.3	N/A	N/A	97.7	463	N/A	2	5	11	25	N/A	N/A	N/A	N/A	N/A
57964	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
57668	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
37568	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
57498	C16H23N5O15P2-2	587.3	-6.4	N/A	N/A	317	908	N/A	7	19	9	38	N/A	N/A	N/A	N/A	N/A
49268	C5H9NO3	131.13	-3.3	N/A	N/A	80.4	121	N/A	2	4	4	9	N/A	N/A	N/A	N/A	N/A
57466	C18H31O4-	311.4	6	N/A	N/A	69.6	305	N/A	1	4	14	22	N/A	N/A	N/A	N/A	N/A
28421	C36H38N4O8	654.7	2.6	N/A	N/A	207	1170	N/A	6	10	12	48	N/A	N/A	N/A	N/A	N/A
57444	C20H31O4-	335.5	5.9	N/A	N/A	69.6	402	N/A	1	4	14	24	N/A	N/A	N/A	N/A	N/A
58758	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
47812	C27H42O4	430.6	3.8	N/A	N/A	77.8	761	N/A	3	4	6	31	N/A	N/A	N/A	N/A	N/A
60050	C18H21O5S-	349.4	2.5	N/A	N/A	91.9	611	N/A	0	5	1	24	N/A	N/A	N/A	N/A	N/A
29195	CNO-	42.017	1	N/A	N/A	18.1	27	N/A	0	2	0	3	N/A	N/A	N/A	N/A	N/A
57495	C6H6NO3-	140.12	0.3	N/A	N/A	83.2	188	N/A	1	4	2	10	N/A	N/A	N/A	N/A	N/A
27624	C20H32O4	336.5	4	N/A	N/A	74.6	462	N/A	2	4	13	24	N/A	N/A	N/A	N/A	N/A
37640	C27H46O3	418.7	5.9	N/A	N/A	60.7	657	N/A	3	3	5	30	N/A	N/A	N/A	N/A	N/A
35619	C4H9NO2	103.12	-2.5	N/A	N/A	63.3	72	N/A	2	3	2	7	N/A	N/A	N/A	N/A	N/A
57345	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
33094	C4H9NO2	103.12	-2.9	N/A	N/A	63.3	72	N/A	2	3	2	7	N/A	N/A	N/A	N/A	N/A
15389	C10H16O	152.23	2.1	N/A	N/A	20.2	191	N/A	1	1	1	11	N/A	N/A	N/A	N/A	N/A
58147	C10H8NO4-	206.17	1.9	N/A	N/A	100	282	N/A	1	5	3	15	N/A	N/A	N/A	N/A	N/A
58070	C6H5O6-	173.10	-0.6	N/A	N/A	107	265	N/A	2	6	2	12	N/A	N/A	N/A	N/A	N/A
13705	C4H5O3-	101.08	0.3	N/A	N/A	57.2	89	N/A	0	3	1	7	N/A	N/A	N/A	N/A	N/A
27979	C41H68N7O17P3S	1056.0	1.5	N/A	N/A	389	1830	N/A	9	22	35	69	N/A	N/A	N/A	N/A	N/A
58543	C33H52N7O17P3S-4	943.8	0.9	N/A	N/A	407	1620	N/A	5	24	28	61	N/A	N/A	N/A	N/A	N/A
49016	C4H7O2S-	119.16	1	N/A	N/A	65.4	57	N/A	0	3	2	7	N/A	N/A	N/A	N/A	N/A
57449	C20H31O4-	335.5	4.7	N/A	N/A	72.9	420	N/A	1	4	13	24	N/A	N/A	N/A	N/A	N/A
18327	C6H8N2O4-2	172.14	0.2	N/A	N/A	119	191	N/A	1	5	3	12	N/A	N/A	N/A	N/A	N/A
50773	C57H86O3	819.3	18.9	N/A	N/A	43.4	1730	N/A	0	3	30	60	N/A	N/A	N/A	N/A	N/A
57450	C20H31O4-	335.5	5.9	N/A	N/A	69.6	402	N/A	1	4	14	24	N/A	N/A	N/A	N/A	N/A
30725	C17H12O7	328.27	0.8	N/A	N/A	83.6	684	N/A	0	7	1	24	N/A	N/A	N/A	N/A	N/A
57781	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
58039	C5H16N2+2	104.19	-0.4	N/A	N/A	44.2	29	N/A	2	0	4	7	N/A	N/A	N/A	N/A	N/A
57509	C9H6NO4-	192.15	-0.1	N/A	N/A	86.3	400	N/A	1	5	0	14	N/A	N/A	N/A	N/A	N/A
29746	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
59908	C10H18NO3+	200.25	0.6	N/A	N/A	51	244	N/A	2	3	2	14	N/A	N/A	N/A	N/A	N/A
27485	C20H30O4	334.4	3.6	N/A	N/A	74.6	476	N/A	2	4	12	24	N/A	N/A	N/A	N/A	N/A
57390	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
57700	C4H5O3-	101.08	0.6	N/A	N/A	57.2	81	N/A	0	3	1	7	N/A	N/A	N/A	N/A	N/A
30316	C8H15O2S2-	207.3	2.4	N/A	N/A	42.1	123	N/A	2	4	6	12	N/A	N/A	N/A	N/A	N/A
57255	C6H6N2O3-2	154.12	1.1	N/A	N/A	91.9	145	N/A	1	4	2	11	N/A	N/A	N/A	N/A	N/A
15527	C41H74N7O17P3S	1062.1	3.9	N/A	N/A	389	1690	N/A	9	22	38	69	N/A	N/A	N/A	N/A	N/A
15374	C9H15N5O4	257.25	-3.7	N/A	N/A	153	437	N/A	6	6	2	18	N/A	N/A	N/A	N/A	N/A
57368	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
57355	C30H38N7O18P3S-4	909.6	-1.3	N/A	N/A	428	1650	N/A	6	25	22	59	N/A	N/A	N/A	N/A	N/A
57632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
61526	C37H60N7O17P3S-4	999.9	3.4	N/A	N/A	407	1690	N/A	5	24	32	65	N/A	N/A	N/A	N/A	N/A
36234	C24H39O4-	391.6	5.6	N/A	N/A	80.6	600	N/A	2	4	3	28	N/A	N/A	N/A	N/A	N/A
24108	C8H15NO7	237.21	-5.7	N/A	N/A	147	245	N/A	6	8	8	16	N/A	N/A	N/A	N/A	N/A
57561	C4H7O5-	135.10	-1.5	N/A	N/A	101	95	N/A	3	5	2	9	N/A	N/A	N/A	N/A	N/A
36781	C4H8N+	70.11	-0.3	N/A	N/A	14	47	N/A	1	0	0	5	N/A	N/A	N/A	N/A	N/A
17771	C6H5N2O2-	137.12	0.7	N/A	N/A	68.8	150	N/A	1	3	1	10	N/A	N/A	N/A	N/A	N/A
57977	C33H34N4O6-2	582.6	4.2	N/A	N/A	170	1330	N/A	4	6	10	43	N/A	N/A	N/A	N/A	N/A
57376	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
57335	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
58454	C10H6NO3-	188.16	1.9	N/A	N/A	69.2	303	N/A	1	4	0	14	N/A	N/A	N/A	N/A	N/A
16769	C5H6NO4-	144.11	-0.2	N/A	N/A	101	175	N/A	2	5	4	10	N/A	N/A	N/A	N/A	N/A
57310	C30H49O7P2-3	583.7	7.6	N/A	N/A	122	1020	N/A	0	7	17	39	N/A	N/A	N/A	N/A	N/A
57371	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
58145	C5H16N4+2	132.21	-1.5	N/A	N/A	93.6	85	N/A	4	0	4	9	N/A	N/A	N/A	N/A	N/A
57973	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
58029	C2H8NS+	78.16	-0.4	N/A	N/A	28.6	10	N/A	2	1	1	4	N/A	N/A	N/A	N/A	N/A
16987	C6H8NO2-	126.13	0.5	N/A	N/A	52.5	137	N/A	0	3	0	9	N/A	N/A	N/A	N/A	N/A
17180	C3H3O4-	103.05	-0.3	N/A	N/A	77.4	89	N/A	1	4	1	7	N/A	N/A	N/A	N/A	N/A
57367	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
57477	C16H24N2O16P2-2	562.3	-4.4	N/A	N/A	281	983	N/A	6	16	9	36	N/A	N/A	N/A	N/A	N/A
58282	C6H10O12P2-4	336.08	-6.2	N/A	N/A	226	349	N/A	4	12	2	20	N/A	N/A	N/A	N/A	N/A
60119	C18H37NO5P-	378.5	1.8	N/A	N/A	116	370	N/A	3	6	17	25	N/A	N/A	N/A	N/A	N/A
57340	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
61085	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
35432	C15H12I3NO7S	731.0	1.1	N/A	N/A	145	605	N/A	3	8	7	27	N/A	N/A	N/A	N/A	N/A
27491	C28H44N2O8S	568.7	1.3	N/A	N/A	213	857	N/A	6	10	23	39	N/A	N/A	N/A	N/A	N/A
45487	C20H28O	284.4	6.2	N/A	N/A	17.1	522	N/A	0	1	5	21	N/A	N/A	N/A	N/A	N/A
51341	C40H72N7O17P3S	1048.0	2.5	N/A	N/A	389	1740	N/A	9	22	33	68	N/A	N/A	N/A	N/A	N/A
57344	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
