	ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount	RoleType	RoleName
8474	17712																		biological role	Saccharomyces cerevisiae metabolite
8475	30904																		biological role	Saccharomyces cerevisiae metabolite
8476	28107																		biological role	Saccharomyces cerevisiae metabolite
8477	57553																		biological role	Saccharomyces cerevisiae metabolite
8478	57557																		biological role	Saccharomyces cerevisiae metabolite
8479	62706																		biological role	Saccharomyces cerevisiae metabolite
8480	62708																		biological role	Saccharomyces cerevisiae metabolite
8481	57699																		biological role	Saccharomyces cerevisiae metabolite
8482	50569																		biological role	Saccharomyces cerevisiae metabolite
8483	58516																		biological role	Saccharomyces cerevisiae metabolite
8484	62712																		biological role	Saccharomyces cerevisiae metabolite
8485	15686																		biological role	Saccharomyces cerevisiae metabolite
8486	62715																		biological role	Saccharomyces cerevisiae metabolite
8487	62710																		biological role	Saccharomyces cerevisiae metabolite
8488	62719																		biological role	Saccharomyces cerevisiae metabolite
8489	18277																		biological role	Saccharomyces cerevisiae metabolite
8490	17144																		biological role	Saccharomyces cerevisiae metabolite
8491	62717																		biological role	Saccharomyces cerevisiae metabolite
8492	58525																		biological role	Saccharomyces cerevisiae metabolite
8493	58429																		biological role	Saccharomyces cerevisiae metabolite
8494	30407																		biological role	Saccharomyces cerevisiae metabolite
8495	35146																		biological role	Saccharomyces cerevisiae metabolite
8496	58424																		biological role	Saccharomyces cerevisiae metabolite
8497	58421																		biological role	Saccharomyces cerevisiae metabolite
8498	57724																		biological role	Saccharomyces cerevisiae metabolite
8499	49050																		biological role	Saccharomyces cerevisiae metabolite
8500	11561																		biological role	Saccharomyces cerevisiae metabolite
8501	28223																		biological role	Saccharomyces cerevisiae metabolite
8502	58509																		biological role	Saccharomyces cerevisiae metabolite
8503	57701																		biological role	Saccharomyces cerevisiae metabolite
8504	57841																		biological role	Saccharomyces cerevisiae metabolite
8505	12071																		biological role	Saccharomyces cerevisiae metabolite
8506	49072																		biological role	Saccharomyces cerevisiae metabolite
8507	17830																		biological role	Saccharomyces cerevisiae metabolite
8508	15980																		biological role	Saccharomyces cerevisiae metabolite
8509	16292																		biological role	Saccharomyces cerevisiae metabolite
8510	57916																		biological role	Saccharomyces cerevisiae metabolite
8511	16982																		biological role	Saccharomyces cerevisiae metabolite
8512	17839																		biological role	Saccharomyces cerevisiae metabolite
8513	132363																		biological role	Saccharomyces cerevisiae metabolite
8514	137994																		biological role	Saccharomyces cerevisiae metabolite
8515	137995																		biological role	Saccharomyces cerevisiae metabolite
8516	149671																		biological role	Saccharomyces cerevisiae metabolite
8517	77386																		application	insect repellent
8518	49105																		application	insect repellent
8519	41033																		biological role	serine protease inhibitor
8520	68044																		biological role	animal metabolite
8521	68037																		biological role	animal metabolite
8522	68038																		biological role	animal metabolite
8523	68040																		biological role	animal metabolite
8524	68043																		biological role	animal metabolite
8525	68005																		biological role	animal metabolite
8526	68010																		biological role	animal metabolite
8527	68011																		biological role	animal metabolite
8528	17434																		biological role	animal metabolite
8529	17953																		biological role	animal metabolite
8530	68041																		biological role	animal metabolite
8531	519990																		biological role	animal metabolite
8532	68042																		biological role	animal metabolite
8533	16437																		biological role	animal metabolite
8534	63445																		biological role	animal metabolite
8535	78364																		biological role	animal metabolite
8536	78465																		biological role	animal metabolite
8537	78699																		biological role	animal metabolite
8538	6731																		biological role	animal metabolite
8539	18412																		biological role	animal metabolite
8540	31006																		biological role	animal metabolite
8541	21363																		biological role	animal metabolite
8542	16904																		biological role	animal metabolite
8543	58445																		biological role	animal metabolite
8544	21260																		biological role	animal metabolite
8545	84162																		biological role	animal metabolite
8546	83359																		biological role	animal metabolite
8547	83643																		biological role	animal metabolite
8548	83642																		biological role	animal metabolite
8549	25072																		biological role	animal metabolite
8550	84875																		biological role	animal metabolite
8551	71201																		biological role	animal metabolite
8552	84970																		biological role	animal metabolite
8553	45616																		biological role	animal metabolite
8554	86542																		biological role	animal metabolite
8555	86544																		biological role	animal metabolite
8556	87559																		biological role	animal metabolite
8557	87755																		biological role	animal metabolite
8558	133738																		biological role	animal metabolite
8559	133462																		biological role	animal metabolite
8560	134223																		biological role	animal metabolite
8561	144355																		biological role	animal metabolite
8562	149774																		biological role	animal metabolite
8563	125358																		biological role	animal metabolite
8564	59959																		biological role	animal metabolite
8565	81261																		biological role	animal metabolite
8566	189405																		biological role	animal metabolite
8567	77734																		biological role	EC 3.6.3.44 (xenobiotic-transporting ATPase) inhibitor
8568	77739																		biological role	EC 3.6.3.44 (xenobiotic-transporting ATPase) inhibitor
8569	77761																		biological role	EC 1.2.1.88 (L-glutamate gamma-semialdehyde dehydrogenase) inhibitor
8570	77774																		biological role	phosphodiesterase IV inhibitor
8571	34852																		chemical role	persistent organic pollutant
8572	39096																		chemical role	persistent organic pollutant
8573	28428																		chemical role	persistent organic pollutant
8574	47136																		chemical role	persistent organic pollutant
8575	138089																		chemical role	persistent organic pollutant
8576	77868																		application	antimicrobial food preservative
8577	52140																		biological role	histamine antagonist
8578	52698																		biological role	EC 4.3.1.15 (diaminopropionate ammonia-lyase) inhibitor
8579	33681																		application	food packaging gas
8580	77993																		biological role	EC 2.3.1.48 (histone acetyltransferase) inhibitor
8581	83637																		biological role	EC 2.3.1.48 (histone acetyltransferase) inhibitor
8582	83644																		biological role	EC 2.3.1.48 (histone acetyltransferase) inhibitor
8583	83648																		biological role	EC 2.3.1.48 (histone acetyltransferase) inhibitor
8584	32879																		application	food propellant
8585	78030																		biological role	Wnt signalling inhibitor
8586	62882																		biological role	Wnt signalling inhibitor
8587	140909																		biological role	Wnt signalling inhibitor
8588	17606																		biological role	nutrient
8589	78250																		biological role	cyclooxygenase 1 inhibitor
8590	10353																		biological role	GABA modulator
8591	78316																		application	expectorant
8592	32033																		application	expectorant
8593	85537																		application	expectorant
8594	78332																		biological role	EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor
8595	78344																		biological role	EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor
8596	87103																		biological role	EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor
8597	144672																		biological role	EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor
8598	93940																		biological role	EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor
8599	38825																		application	refrigerant
8600	41550																		application	refrigerant
8601	47855																		application	refrigerant
8602	28826																		application	refrigerant
8603	32905																		application	refrigerant
8604	37830																		application	refrigerant
8605	30362																		application	refrigerant
8606	30630																		chemical role	ligand
8607	136847																		chemical role	ligand
8608	59065																		biological role	EC 1.1.1.34/EC 1.1.1.88 (hydroxymethylglutaryl-CoA reductase) inhibitor
8609	39508																		biological role	EC 1.1.1.34/EC 1.1.1.88 (hydroxymethylglutaryl-CoA reductase) inhibitor
8610	17682																		biological role	EC 3.1.1.1 (carboxylesterase) inhibitor
8611	34918																		chemical role	ultraviolet filter
8612	78546																		biological role	calcium channel blocker
8613	146219																		biological role	calcium channel blocker
8614	146220																		biological role	calcium channel blocker
8615	176897																		biological role	calcium channel blocker
8616	176898																		biological role	calcium channel blocker
8617	14272																		biological role	cardiotoxic agent
8618	134192																		biological role	cardiotoxic agent
8619	16227																		chemical role	environmental contaminant
8620	34440																		chemical role	environmental contaminant
8621	34251																		chemical role	environmental contaminant
8622	27454																		chemical role	environmental contaminant
8623	90633																		chemical role	environmental contaminant
8624	44897																		biological role	fundamental metabolite
8625	58702																		biological role	fundamental metabolite
8626	17713																		biological role	fundamental metabolite
8627	16077																		biological role	fundamental metabolite
8628	17013																		biological role	fundamental metabolite
8629	53025																		biological role	fundamental metabolite
8630	75522																		biological role	fundamental metabolite
8631	67009																		biological role	fundamental metabolite
8632	17230																		biological role	fundamental metabolite
8633	66952																		biological role	fundamental metabolite
8634	63070																		biological role	fundamental metabolite
8635	61527																		biological role	fundamental metabolite
8636	60389																		biological role	fundamental metabolite
8637	60332																		biological role	fundamental metabolite
8638	7815																		biological role	fundamental metabolite
8639	58931																		biological role	fundamental metabolite
8640	58908																		biological role	fundamental metabolite
8641	48928																		biological role	fundamental metabolite
8642	58759																		biological role	fundamental metabolite
8643	58735																		biological role	fundamental metabolite
8644	58674																		biological role	fundamental metabolite
8645	58273																		biological role	fundamental metabolite
8646	58247																		biological role	fundamental metabolite
8647	58226																		biological role	fundamental metabolite
8648	58225																		biological role	fundamental metabolite
8649	57829																		biological role	fundamental metabolite
8650	57684																		biological role	fundamental metabolite
8651	57634																		biological role	fundamental metabolite
8652	57629																		biological role	fundamental metabolite
8653	49299																		biological role	fundamental metabolite
8654	22660																		biological role	fundamental metabolite
8655	40721																		biological role	fundamental metabolite
8656	37154																		biological role	fundamental metabolite
8657	17822																		biological role	fundamental metabolite
8658	32846																		biological role	fundamental metabolite
8659	32845																		biological role	fundamental metabolite
8660	32762																		biological role	fundamental metabolite
8661	32761																		biological role	fundamental metabolite
8662	32760																		biological role	fundamental metabolite
8663	32738																		biological role	fundamental metabolite
8664	32736																		biological role	fundamental metabolite
8665	32721																		biological role	fundamental metabolite
8666	32508																		biological role	fundamental metabolite
8667	32507																		biological role	fundamental metabolite
8668	32451																		biological role	fundamental metabolite
8669	32450																		biological role	fundamental metabolite
8670	32449																		biological role	fundamental metabolite
8671	32445																		biological role	fundamental metabolite
8672	32443																		biological role	fundamental metabolite
8673	32442																		biological role	fundamental metabolite
8674	33508																		biological role	fundamental metabolite
8675	17750																		biological role	fundamental metabolite
8676	41139																		biological role	fundamental metabolite
8677	18237																		biological role	fundamental metabolite
8678	14321																		biological role	fundamental metabolite
8679	30887																		biological role	fundamental metabolite
8680	15562																		biological role	fundamental metabolite
8681	15563																		biological role	fundamental metabolite
8682	32805																		biological role	fundamental metabolite
8683	32806																		biological role	fundamental metabolite
8684	15708																		biological role	fundamental metabolite
8685	16947																		biological role	fundamental metabolite
8686	5445																		biological role	fundamental metabolite
8687	15919																		biological role	fundamental metabolite
8688	28542																		biological role	fundamental metabolite
8689	29993																		biological role	fundamental metabolite
8690	30779																		biological role	fundamental metabolite
8691	28862																		biological role	fundamental metabolite
8692	32432																		biological role	fundamental metabolite
8693	32431																		biological role	fundamental metabolite
8694	30915																		biological role	fundamental metabolite
8695	30916																		biological role	fundamental metabolite
8696	30897																		biological role	fundamental metabolite
8697	30896																		biological role	fundamental metabolite
8698	29987																		biological role	fundamental metabolite
8699	17808																		biological role	fundamental metabolite
8700	46229																		biological role	fundamental metabolite
8701	16082																		biological role	fundamental metabolite
8702	44409																		biological role	fundamental metabolite
8703	58199																		biological role	fundamental metabolite
8704	16449																		biological role	fundamental metabolite
8705	35391																		biological role	fundamental metabolite
8706	29995																		biological role	fundamental metabolite
8707	15356																		biological role	fundamental metabolite
8708	28300																		biological role	fundamental metabolite
8709	29016																		biological role	fundamental metabolite
8710	15595																		biological role	fundamental metabolite
8711	17802																		biological role	fundamental metabolite
8712	17368																		biological role	fundamental metabolite
8713	16750																		biological role	fundamental metabolite
8714	91242																		biological role	fundamental metabolite
8715	78700																		biological role	EC 6.4.1.2 (acetyl-CoA carboxylase) inhibitor
8716	77812																		biological role	EC 6.4.1.2 (acetyl-CoA carboxylase) inhibitor
8717	137507																		biological role	EC 6.4.1.2 (acetyl-CoA carboxylase) inhibitor
8718	34705																		biological role	nicotinic antagonist
8719	77890																		biological role	apoptosis inducer
8720	79182																		biological role	apoptosis inducer
8721	83949																		biological role	apoptosis inducer
8722	134602																		biological role	apoptosis inducer
8723	78726																		biological role	EC 1.3.1.72 (&#916;24-sterol reductase) inhibitor
8724	40547																		biological role	EC 2.5.1.6 (methionine adenosyltransferase) inhibitor
8725	78761																		biological role	EC 2.7.11.18 (myosin-light-chain kinase) inhibitor
8726	85114																		biological role	EC 2.7.11.18 (myosin-light-chain kinase) inhibitor
8727	78743																		biological role	Caenorhabditis elegans metabolite
8728	78838																		biological role	Caenorhabditis elegans metabolite
8729	78841																		biological role	Caenorhabditis elegans metabolite
8730	78851																		biological role	Caenorhabditis elegans metabolite
8731	78852																		biological role	Caenorhabditis elegans metabolite
8732	78905																		biological role	Caenorhabditis elegans metabolite
8733	78950																		biological role	Caenorhabditis elegans metabolite
8734	78952																		biological role	Caenorhabditis elegans metabolite
8735	78957																		biological role	Caenorhabditis elegans metabolite
8736	78958																		biological role	Caenorhabditis elegans metabolite
8737	78959																		biological role	Caenorhabditis elegans metabolite
8738	78960																		biological role	Caenorhabditis elegans metabolite
8739	78961																		biological role	Caenorhabditis elegans metabolite
8740	78962																		biological role	Caenorhabditis elegans metabolite
8741	78963																		biological role	Caenorhabditis elegans metabolite
8742	78964																		biological role	Caenorhabditis elegans metabolite
8743	78965																		biological role	Caenorhabditis elegans metabolite
8744	78966																		biological role	Caenorhabditis elegans metabolite
8745	78967																		biological role	Caenorhabditis elegans metabolite
8746	78968																		biological role	Caenorhabditis elegans metabolite
8747	78969																		biological role	Caenorhabditis elegans metabolite
8748	78970																		biological role	Caenorhabditis elegans metabolite
8749	78971																		biological role	Caenorhabditis elegans metabolite
8750	78972																		biological role	Caenorhabditis elegans metabolite
8751	78973																		biological role	Caenorhabditis elegans metabolite
8752	78974																		biological role	Caenorhabditis elegans metabolite
8753	78975																		biological role	Caenorhabditis elegans metabolite
8754	78976																		biological role	Caenorhabditis elegans metabolite
8755	79018																		biological role	Caenorhabditis elegans metabolite
8756	78745																		biological role	Caenorhabditis elegans metabolite
8757	79023																		biological role	Caenorhabditis elegans metabolite
8758	79028																		biological role	Caenorhabditis elegans metabolite
8759	79029																		biological role	Caenorhabditis elegans metabolite
8760	79051																		biological role	Caenorhabditis elegans metabolite
8761	79052																		biological role	Caenorhabditis elegans metabolite
8762	79060																		biological role	Caenorhabditis elegans metabolite
8763	79061																		biological role	Caenorhabditis elegans metabolite
8764	79062																		biological role	Caenorhabditis elegans metabolite
8765	79094																		biological role	Caenorhabditis elegans metabolite
8766	79104																		biological role	Caenorhabditis elegans metabolite
8767	79105																		biological role	Caenorhabditis elegans metabolite
8768	79106																		biological role	Caenorhabditis elegans metabolite
8769	79107																		biological role	Caenorhabditis elegans metabolite
8770	79108																		biological role	Caenorhabditis elegans metabolite
8771	79111																		biological role	Caenorhabditis elegans metabolite
8772	79114																		biological role	Caenorhabditis elegans metabolite
8773	79116																		biological role	Caenorhabditis elegans metabolite
8774	79117																		biological role	Caenorhabditis elegans metabolite
8775	79118																		biological role	Caenorhabditis elegans metabolite
8776	79119																		biological role	Caenorhabditis elegans metabolite
8777	79120																		biological role	Caenorhabditis elegans metabolite
8778	79124																		biological role	Caenorhabditis elegans metabolite
8779	79128																		biological role	Caenorhabditis elegans metabolite
8780	79129																		biological role	Caenorhabditis elegans metabolite
8781	79130																		biological role	Caenorhabditis elegans metabolite
8782	79131																		biological role	Caenorhabditis elegans metabolite
8783	79132																		biological role	Caenorhabditis elegans metabolite
8784	79133																		biological role	Caenorhabditis elegans metabolite
8785	79134																		biological role	Caenorhabditis elegans metabolite
8786	79135																		biological role	Caenorhabditis elegans metabolite
8787	79136																		biological role	Caenorhabditis elegans metabolite
8788	79137																		biological role	Caenorhabditis elegans metabolite
8789	79138																		biological role	Caenorhabditis elegans metabolite
8790	79139																		biological role	Caenorhabditis elegans metabolite
8791	79140																		biological role	Caenorhabditis elegans metabolite
8792	79141																		biological role	Caenorhabditis elegans metabolite
8793	79142																		biological role	Caenorhabditis elegans metabolite
8794	79143																		biological role	Caenorhabditis elegans metabolite
8795	79144																		biological role	Caenorhabditis elegans metabolite
8796	79145																		biological role	Caenorhabditis elegans metabolite
8797	79146																		biological role	Caenorhabditis elegans metabolite
8798	79147																		biological role	Caenorhabditis elegans metabolite
8799	79148																		biological role	Caenorhabditis elegans metabolite
8800	79149																		biological role	Caenorhabditis elegans metabolite
8801	79150																		biological role	Caenorhabditis elegans metabolite
8802	79151																		biological role	Caenorhabditis elegans metabolite
8803	79152																		biological role	Caenorhabditis elegans metabolite
8804	79153																		biological role	Caenorhabditis elegans metabolite
8805	79155																		biological role	Caenorhabditis elegans metabolite
8806	79156																		biological role	Caenorhabditis elegans metabolite
8807	79154																		biological role	Caenorhabditis elegans metabolite
8808	79157																		biological role	Caenorhabditis elegans metabolite
8809	79158																		biological role	Caenorhabditis elegans metabolite
8810	79159																		biological role	Caenorhabditis elegans metabolite
8811	79160																		biological role	Caenorhabditis elegans metabolite
8812	79197																		biological role	Caenorhabditis elegans metabolite
8813	79223																		biological role	Caenorhabditis elegans metabolite
8814	79227																		biological role	Caenorhabditis elegans metabolite
8815	79229																		biological role	Caenorhabditis elegans metabolite
8816	79230																		biological role	Caenorhabditis elegans metabolite
8817	79231																		biological role	Caenorhabditis elegans metabolite
8818	79232																		biological role	Caenorhabditis elegans metabolite
8819	79233																		biological role	Caenorhabditis elegans metabolite
8820	79234																		biological role	Caenorhabditis elegans metabolite
8821	79235																		biological role	Caenorhabditis elegans metabolite
8822	79236																		biological role	Caenorhabditis elegans metabolite
8823	79237																		biological role	Caenorhabditis elegans metabolite
8824	79238																		biological role	Caenorhabditis elegans metabolite
8825	79239																		biological role	Caenorhabditis elegans metabolite
8826	79240																		biological role	Caenorhabditis elegans metabolite
8827	79241																		biological role	Caenorhabditis elegans metabolite
8828	79256																		biological role	Caenorhabditis elegans metabolite
8829	79258																		biological role	Caenorhabditis elegans metabolite
8830	79259																		biological role	Caenorhabditis elegans metabolite
8831	79260																		biological role	Caenorhabditis elegans metabolite
8832	79261																		biological role	Caenorhabditis elegans metabolite
8833	79262																		biological role	Caenorhabditis elegans metabolite
8834	79263																		biological role	Caenorhabditis elegans metabolite
8835	79264																		biological role	Caenorhabditis elegans metabolite
8836	79265																		biological role	Caenorhabditis elegans metabolite
8837	79266																		biological role	Caenorhabditis elegans metabolite
8838	79267																		biological role	Caenorhabditis elegans metabolite
8839	79268																		biological role	Caenorhabditis elegans metabolite
8840	79269																		biological role	Caenorhabditis elegans metabolite
8841	79270																		biological role	Caenorhabditis elegans metabolite
8842	79271																		biological role	Caenorhabditis elegans metabolite
8843	79300																		biological role	Caenorhabditis elegans metabolite
8844	79301																		biological role	Caenorhabditis elegans metabolite
8845	79302																		biological role	Caenorhabditis elegans metabolite
8846	79303																		biological role	Caenorhabditis elegans metabolite
8847	79304																		biological role	Caenorhabditis elegans metabolite
8848	79305																		biological role	Caenorhabditis elegans metabolite
8849	79306																		biological role	Caenorhabditis elegans metabolite
8850	79307																		biological role	Caenorhabditis elegans metabolite
8851	71556																		biological role	Caenorhabditis elegans metabolite
8852	79321																		biological role	Caenorhabditis elegans metabolite
8853	79330																		biological role	Caenorhabditis elegans metabolite
8854	79334																		biological role	Caenorhabditis elegans metabolite
8855	79353																		biological role	Caenorhabditis elegans metabolite
8856	79354																		biological role	Caenorhabditis elegans metabolite
8857	79355																		biological role	Caenorhabditis elegans metabolite
8858	79356																		biological role	Caenorhabditis elegans metabolite
8859	79357																		biological role	Caenorhabditis elegans metabolite
8860	79358																		biological role	Caenorhabditis elegans metabolite
8861	79359																		biological role	Caenorhabditis elegans metabolite
8862	79360																		biological role	Caenorhabditis elegans metabolite
8863	79370																		biological role	Caenorhabditis elegans metabolite
8864	79371																		biological role	Caenorhabditis elegans metabolite
8865	79372																		biological role	Caenorhabditis elegans metabolite
8866	79373																		biological role	Caenorhabditis elegans metabolite
8867	79374																		biological role	Caenorhabditis elegans metabolite
8868	79375																		biological role	Caenorhabditis elegans metabolite
8869	79376																		biological role	Caenorhabditis elegans metabolite
8870	71560																		biological role	Caenorhabditis elegans metabolite
8871	83137																		biological role	Caenorhabditis elegans metabolite
8872	83149																		biological role	Caenorhabditis elegans metabolite
8873	131396																		biological role	Caenorhabditis elegans metabolite
8874	131403																		biological role	Caenorhabditis elegans metabolite
8875	131405																		biological role	Caenorhabditis elegans metabolite
8876	131407																		biological role	Caenorhabditis elegans metabolite
8877	131409																		biological role	Caenorhabditis elegans metabolite
8878	75562																		biological role	Caenorhabditis elegans metabolite
8879	131534																		biological role	Caenorhabditis elegans metabolite
8880	74180																		biological role	Caenorhabditis elegans metabolite
8881	71377																		biological role	Caenorhabditis elegans metabolite
8882	71383																		biological role	Caenorhabditis elegans metabolite
8883	71375																		biological role	Caenorhabditis elegans metabolite
8884	131537																		biological role	Caenorhabditis elegans metabolite
8885	131538																		biological role	Caenorhabditis elegans metabolite
8886	131539																		biological role	Caenorhabditis elegans metabolite
8887	71381																		biological role	Caenorhabditis elegans metabolite
8888	74181																		biological role	Caenorhabditis elegans metabolite
8889	131541																		biological role	Caenorhabditis elegans metabolite
8890	131542																		biological role	Caenorhabditis elegans metabolite
8891	71379																		biological role	Caenorhabditis elegans metabolite
8892	131543																		biological role	Caenorhabditis elegans metabolite
8893	131544																		biological role	Caenorhabditis elegans metabolite
8894	131545																		biological role	Caenorhabditis elegans metabolite
8895	74179																		biological role	Caenorhabditis elegans metabolite
8896	131547																		biological role	Caenorhabditis elegans metabolite
8897	131548																		biological role	Caenorhabditis elegans metabolite
8898	131549																		biological role	Caenorhabditis elegans metabolite
8899	131550																		biological role	Caenorhabditis elegans metabolite
8900	116932																		biological role	Caenorhabditis elegans metabolite
8901	116963																		biological role	Caenorhabditis elegans metabolite
8902	117048																		biological role	Caenorhabditis elegans metabolite
8903	119470																		biological role	Caenorhabditis elegans metabolite
8904	119487																		biological role	Caenorhabditis elegans metabolite
8905	119674																		biological role	Caenorhabditis elegans metabolite
8906	119713																		biological role	Caenorhabditis elegans metabolite
8907	119916																		biological role	Caenorhabditis elegans metabolite
8908	120617																		biological role	Caenorhabditis elegans metabolite
8909	121742																		biological role	Caenorhabditis elegans metabolite
8910	70910																		biological role	Caenorhabditis elegans metabolite
8911	123356																		biological role	Caenorhabditis elegans metabolite
8912	124992																		biological role	Caenorhabditis elegans metabolite
8913	125205																		biological role	Caenorhabditis elegans metabolite
8914	132773																		biological role	Caenorhabditis elegans metabolite
8915	132775																		biological role	Caenorhabditis elegans metabolite
8916	132776																		biological role	Caenorhabditis elegans metabolite
8917	132777																		biological role	Caenorhabditis elegans metabolite
8918	132778																		biological role	Caenorhabditis elegans metabolite
8919	132779																		biological role	Caenorhabditis elegans metabolite
8920	132780																		biological role	Caenorhabditis elegans metabolite
8921	132783																		biological role	Caenorhabditis elegans metabolite
8922	132784																		biological role	Caenorhabditis elegans metabolite
8923	132785																		biological role	Caenorhabditis elegans metabolite
8924	132786																		biological role	Caenorhabditis elegans metabolite
8925	132787																		biological role	Caenorhabditis elegans metabolite
8926	131181																		biological role	Caenorhabditis elegans metabolite
8927	136461																		biological role	Caenorhabditis elegans metabolite
8928	139971																		biological role	Caenorhabditis elegans metabolite
8929	140485																		biological role	Caenorhabditis elegans metabolite
8930	78886																		chemical role	food antioxidant
8931	114786																		chemical role	food antioxidant
8932	78909																		application	platelet aggregation inhibitor
8933	78078																		application	platelet aggregation inhibitor
8934	16221																		biological role	archaeal metabolite
8935	57685																		biological role	archaeal metabolite
8936	79042																		biological role	melatonin receptor agonist
8937	34675																		application	plasticiser
8938	35459																		application	plasticiser
8939	34680																		application	plasticiser
8940	44926																		application	plasticiser
8941	34879																		biological role	potassium channel opener
8942	87194																		biological role	potassium channel opener
8943	79310																		biological role	immunomodulator
8944	39832																		chemical role	Lewis base
8945	48863																		chemical role	phytochrome chromophore
8946	82670																		application	antiparasitic agent
8947	133341																		application	animal growth promotant
8948	82754																		biological role	EC 6.1.1.12 (aspartate&#8212;tRNA ligase) inhibitor
8949	82822																		biological role	marine metabolite
8950	83418																		biological role	marine metabolite
8951	83546																		biological role	marine metabolite
8952	82768																		biological role	marine metabolite
8953	82769																		biological role	marine metabolite
8954	83433																		biological role	marine metabolite
8955	83435																		biological role	marine metabolite
8956	84257																		biological role	marine metabolite
8957	132403																		biological role	marine metabolite
8958	132450																		biological role	marine metabolite
8959	132451																		biological role	marine metabolite
8960	132452																		biological role	marine metabolite
8961	132453																		biological role	marine metabolite
8962	132454																		biological role	marine metabolite
8963	132455																		biological role	marine metabolite
8964	132456																		biological role	marine metabolite
8965	132458																		biological role	marine metabolite
8966	132457																		biological role	marine metabolite
8967	132459																		biological role	marine metabolite
8968	132461																		biological role	marine metabolite
8969	132478																		biological role	marine metabolite
8970	132485																		biological role	marine metabolite
8971	132487																		biological role	marine metabolite
8972	132492																		biological role	marine metabolite
8973	132493																		biological role	marine metabolite
8974	132495																		biological role	marine metabolite
8975	89570																		biological role	marine metabolite
8976	137299																		biological role	marine metabolite
8977	89573																		biological role	marine metabolite
8978	139323																		biological role	marine metabolite
8979	139346																		biological role	marine metabolite
8980	19391																		biological role	marine metabolite
8981	34238																		biological role	marine metabolite
8982	149572																		biological role	marine metabolite
8983	27997																		biological role	food component
8984	79045																		biological role	EC 4.1.2.27 (sphinganine-1-phosphate aldolase) inhibitor
8985	83104																		biological role	Daphnia pulex metabolite
8986	83010																		biological role	Daphnia pulex metabolite
8987	83022																		biological role	Daphnia magna metabolite
8988	83023																		biological role	Daphnia magna metabolite
8989	83024																		biological role	Daphnia magna metabolite
8990	25017																		biological role	Daphnia magna metabolite
8991	25094																		biological role	Daphnia magna metabolite
8992	28044																		biological role	Daphnia magna metabolite
8993	18186																		biological role	Daphnia magna metabolite
8994	27897																		biological role	Daphnia magna metabolite
8995	30953																		biological role	Daphnia magna metabolite
8996	16898																		biological role	Daphnia magna metabolite
8997	104011																		biological role	Daphnia magna metabolite
8998	21077																		biological role	Daphnia magna metabolite
8999	32528																		biological role	Daphnia magna metabolite
9000	83030																		biological role	Daphnia galeata metabolite
9001	83031																		biological role	Daphnia galeata metabolite
9002	32428																		biological role	Daphnia tenebrosa metabolite
9003	82714																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9004	46552																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9005	40300																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9006	40444																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9007	47249																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9008	90544																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9009	90542																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9010	41135																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9011	49627																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9012	90527																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9013	90681																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9014	132984																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9015	144676																		biological role	EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor
9016	82718																		biological role	EC 1.14.13.70 (sterol 14alpha-demethylase) inhibitor
9017	82864																		biological role	EC 1.14.13.70 (sterol 14alpha-demethylase) inhibitor
9018	31248																		application	loop diuretic
9019	1395																		biological role	marine xenobiotic metabolite
9020	27822																		biological role	marine xenobiotic metabolite
9021	28212																		biological role	marine xenobiotic metabolite
9022	83445																		biological role	marine xenobiotic metabolite
9023	47802																		biological role	marine xenobiotic metabolite
9024	83447																		biological role	marine xenobiotic metabolite
9025	83448																		biological role	marine xenobiotic metabolite
9026	83449																		biological role	marine xenobiotic metabolite
9027	83450																		biological role	marine xenobiotic metabolite
9028	83451																		biological role	marine xenobiotic metabolite
9029	83452																		biological role	marine xenobiotic metabolite
9030	83456																		biological role	marine xenobiotic metabolite
9031	83457																		biological role	marine xenobiotic metabolite
9032	83458																		biological role	marine xenobiotic metabolite
9033	83459																		biological role	marine xenobiotic metabolite
